tweetid,root_tweetid,link_count
553007218929725440,552979466050613248,2
553011110698561536,552979466050613248,2
552983954626605056,552979466050613248,2
553677731326476288,552979466050613248,2
553679701227864066,552979466050613248,2
553004582100426753,552980557836337152,2
553116437611806721,552980760500916225,2
552983106337406976,552980862774808577,2
553021324038533121,552980862774808577,2
552985872615084032,552981296839131136,2
553250659446050818,552981296839131136,2
552985486269353984,552981531023921153,2
552982256155779072,552981889619722241,2
552990600304160768,552981889619722241,2
553225610076499968,552981889619722241,2
552983802218176512,552982635178635265,2
552983945139470336,552982813671043072,2
552996392898428930,552982908865368064,2
552984978145832960,552983300730404864,2
552985877295927296,552983966932688897,2
553027573337165825,552984231748829184,2
553196685045030912,552985297307598848,2
553382497485348865,552985297307598848,2
552990749810520064,552985389523148802,2
553026782048571392,552985389523148802,2
552986374765563904,552986374765563904,2
553101939702235136,553098799380717568,2
553102502309421058,553098799380717568,2
553104011868778496,553098799380717568,2
553104969511882752,553098799380717568,2
553100863892643840,553099800951136256,2
553100794745352192,553100203239428097,2
553102075316682753,553100203239428097,2
553102682966482945,553100203239428097,2
553102915775512576,553100203239428097,2
553103746511933440,553100203239428097,2
553103512083890176,553100203239428097,2
553104313531523072,553100203239428097,2
553103943207641088,553100203239428097,2
553105706661195776,553100203239428097,2
553105851888979968,553100203239428097,2
553106175701831680,553100203239428097,2
553106773759262720,553100203239428097,2
553107736033234944,553100203239428097,2
553107651329290240,553100203239428097,2
553108015151579136,553100203239428097,2
553109231168024576,553100203239428097,2
553109145327783936,553100203239428097,2
553109775651962880,553100203239428097,2
553111261761007617,553100203239428097,2
553138858196344834,553100996855885824,2
553101451271352320,553101451271352320,2
553108292294418432,553105460887572480,2
553106610886037504,553105460887572480,2
553137427947479040,553105460887572480,2
553141561832529920,553105460887572480,2
553105942460760064,553105942460760064,2
553109490615484416,553106334607228928,2
553108153915944961,553108153915944961,2
553145905679835137,553108170726719488,2
553148383615926272,553108170726719488,2
553140072347090946,553109813807575040,2
553116363104223232,553110783761338368,2
553162691893002241,553110783761338368,2
553163162280022016,553110783761338368,2
553163910124412928,553110783761338368,2
553164199900508160,553110783761338368,2
553187181893021696,553110783761338368,2
553113923642486784,553111157738057728,2
553116084862459904,553111157738057728,2
553116699399319552,553111157738057728,2
553115674005221376,553111157738057728,2
553120314520240128,553111157738057728,2
553120722403729409,553111157738057728,2
553121968770527232,553111157738057728,2
553122769312161792,553111157738057728,2
553125188595109889,553111157738057728,2
553125850632429568,553111157738057728,2
553127865689325569,553111157738057728,2
553128370482212864,553111157738057728,2
553196031551479808,553111157738057728,2
553199836334673920,553111157738057728,2
553115494819971072,553111553235361792,2
553144086308593664,553111553235361792,2
553147166101749760,553111553235361792,2
553252104098156544,553111553235361792,2
553113130243346432,553112060788473856,2
553113345696747520,553112060788473856,2
553116393319981058,553112060788473856,2
553117102803279873,553112060788473856,2
553113351123779584,553112060788473856,2
553123769724989440,553112060788473856,2
553125218068467712,553112060788473856,2
553461949020000256,553112060788473856,2
553466782498160640,553112060788473856,2
553467697733050368,553112060788473856,2
553467991665307648,553112060788473856,2
553122820864348160,553113509152952321,2
553119783332638720,553114158989074432,2
553116103153831936,553115396006764544,2
553134109493833728,553117423906590720,2
553135234951434240,553117423906590720,2
553135604129882113,553117423906590720,2
553139986900733952,553117423906590720,2
553140584417083392,553117423906590720,2
553126622321442816,553117623568068608,2
553158192537305088,553119235904643072,2
553163639382093826,553119235904643072,2
553145511780175872,553119235904643072,2
553182739315564544,553119235904643072,2
553122512222289920,553120849231089664,2
553128000502657024,553122276913471488,2
553125918051696640,553125301090525185,2
553126244511133696,553125301090525185,2
553126661215240192,553125301090525185,2
553131558467813376,553125301090525185,2
553133399008116736,553125301090525185,2
553135302114816001,553125301090525185,2
553171066785656832,553125301090525185,2
553134118767038465,553127086706397185,2
553144034915385344,553127546129117184,2
553153295863128064,553127546129117184,2
553129508162002944,553127632947396609,2
553155100504760320,553128245420257280,2
553163989245771776,553128245420257280,2
553645205573107713,553128245420257280,2
553646130006073344,553128245420257280,2
553646496714076160,553128245420257280,2
553646870594326528,553128245420257280,2
553647179697774593,553128245420257280,2
553647642560172035,553128245420257280,2
553648434801307648,553128245420257280,2
553648524727156736,553128245420257280,2
553649084373151746,553128245420257280,2
553651709780967424,553128245420257280,2
553134032926408706,553128325217275905,2
553137277946171392,553128325217275905,2
553141273302171648,553128325217275905,2
553141771253739520,553128325217275905,2
553128548526227456,553128548526227456,2
553129478008758272,553129478008758272,2
553134475660374016,553131554743287808,2
553232007233155072,553131554743287808,2
557407899031306240,553131554743287808,2
553170967929692161,553132714446950400,2
553174134738272256,553132714446950400,2
553174954338811904,553132714446950400,2
553176985065648129,553132714446950400,2
553134231560667137,553133048611753984,2
553219808167481345,553133048611753984,2
553133665530957824,553133340795363328,2
553152321501528066,553135255583219712,2
553175150041235457,553135886859534336,2
553189471814823936,553136990787342336,2
553528191521132545,553136990787342336,2
553530569229733888,553136990787342336,2
553536703118729217,553136990787342336,2
553539448533549056,553136990787342336,2
553540966423203840,553136990787342336,2
553542961716137985,553136990787342336,2
553548499858759680,553136990787342336,2
553549323343241216,553136990787342336,2
553138854153445377,553137476135432194,2
553150696330371072,553137557601812480,2
553144844617809920,553137601457426433,2
553149142025785344,553141935482093568,2
553152152554577920,553141935482093568,2
553143782518951936,553142344166301696,2
553144413635878912,553142344166301696,2
553145521255112704,553142344166301696,2
553144985936068608,553142344166301696,2
553150872746999808,553143905039159297,2
553151077395480576,553143905039159297,2
553151860522360832,553143905039159297,2
553152432415322113,553143905039159297,2
553153124287119360,553143905039159297,2
553153407243288576,553143905039159297,2
553153588449787904,553143905039159297,2
553160211746148352,553143905039159297,2
553159381538594816,553143905039159297,2
553292597418917889,553143905039159297,2
553293113658445824,553143905039159297,2
553293228775309313,553143905039159297,2
553260934093762562,553144428584398850,2
553261898704379906,553144428584398850,2
553144928721973248,553144928721973248,2
553151154591662080,553144964168036352,2
553156303850176512,553144964168036352,2
553149740121354240,553145755079569408,2
553147790730473472,553145759961714688,2
553153601871171584,553145759961714688,2
553173059171930113,553145859089920000,2
553148339160907776,553148339160907776,2
553169273384738819,553148844574511104,2
553270600433561600,553148844574511104,2
553341761259855873,553148900811759617,2
553343534640943104,553148900811759617,2
553343833904529410,553148900811759617,2
553344337183260672,553148900811759617,2
553150208360873985,553148926459920386,2
553168983575511040,553148926459920386,2
553173722094632963,553148926459920386,2
553245915541438464,553148970651107329,2
553298182596481025,553148970651107329,2
553328154090438657,553148970651107329,2
553152356695932929,553151700950065152,2
553151804046082048,553151804046082048,2
553152516066926592,553152400832606208,2
553167225457090560,553152515701612544,2
553157383271514112,553152675014246400,2
553170197532909568,553152831050362882,2
557136861097754624,553153073481535489,2
557287982319673344,553153073481535489,2
553157759437668352,553153190859141120,2
553168331436736512,553153190859141120,2
553176251033452544,553153190859141120,2
553180207113576449,553153190859141120,2
553341039071993857,553153190859141120,2
553156024631566336,553153731471364096,2
554365998724567040,553153731471364096,2
554369265013620736,553153731471364096,2
553167800848883713,553157114156560385,2
553163307260334080,553157600225677312,2
553183438074023937,553157744061325312,2
553225373996302337,553157744061325312,2
553159901464502273,553159773555023872,2
553169634602778624,553159810179661826,2
553330064990154754,553161458931236864,2
553168441948262400,553161912968417280,2
553197813887410176,553162401940770816,2
553202441152651266,553162401940770816,2
553202876139732994,553162401940770816,2
553208777374466049,553162401940770816,2
553209632433639424,553162401940770816,2
553167130171310080,553162459885096962,2
553165651393904640,553162459885096962,2
553190901817032705,553162815402672128,2
553184027788967936,553163190138580992,2
553334226125209600,553163210715844608,2
553385446139363328,553163210715844608,2
553167822000779264,553164185006534656,2
553178913929965568,553164185006534656,2
553185548400336898,553164185006534656,2
553189116519940097,553164185006534656,2
553166863342260225,553165231275663361,2
553171105419366402,553165538499641344,2
553171385137106945,553165538499641344,2
553165824979386368,553165824979386368,2
553181616307458048,553166152344829952,2
553206538589204480,553166152344829952,2
553167527787134977,553166766977740801,2
553183291889967104,553166766977740801,2
553229540223639552,553168698677030913,2
553171989385728000,553171989385728000,2
553179374951088129,553172148085620738,2
553175631299887104,553173501369389056,2
553174474854789120,553173654121742336,2
553178547653967873,553174338380517376,2
553179109111910400,553174338380517376,2
553187228784922625,553174338380517376,2
553190412861444097,553174338380517376,2
553193157773377537,553174338380517376,2
553196041927802880,553174338380517376,2
553203192092053504,553174338380517376,2
553305108348293120,553174338380517376,2
553310932856610816,553174338380517376,2
553481168642113536,553174338380517376,2
553610956912484352,553174338380517376,2
553188197652762626,553177082566836225,2
553178663445729281,553177099843149824,2
553179633831919616,553177099843149824,2
553190093188775936,553177099843149824,2
553190609838956544,553177099843149824,2
553192130844581888,553177099843149824,2
553195259325603840,553177099843149824,2
553195734695444480,553177099843149824,2
553196228214022146,553177099843149824,2
553182510192930816,553177099843149824,2
553225798262734848,553177099843149824,2
553179393758347264,553178273895956480,2
553180075882201088,553178273895956480,2
553179369947299840,553178273895956480,2
553180523414450176,553180005514366976,2
553187374159917056,553180005514366976,2
553181322286739457,553180236591169536,2
554268655664779264,553180236591169536,2
554294181364256768,553180236591169536,2
554341038840881155,553180236591169536,2
554343244386283520,553180236591169536,2
553189310586163201,553181386069143552,2
553193477669130244,553181386069143552,2
553204131570417664,553181386069143552,2
553191127902216194,553181899662049281,2
553201098249359360,553181899662049281,2
553202001807695872,553181899662049281,2
553203069350334464,553181899662049281,2
553204509011607552,553181899662049281,2
553683124866285568,553181902543126529,2
553837007294963713,553181902543126529,2
553182586504085504,553181997041217537,2
553195305739780096,553181997041217537,2
553196554669277185,553181997041217537,2
553203851818700800,553181997041217537,2
553205105403908097,553181997041217537,2
553193594757328896,553184390260338688,2
553193907584892928,553184390260338688,2
553185867012272128,553185404657352704,2
553188688436690944,553185404657352704,2
553220466618671104,553185404657352704,2
553227728460468224,553185404657352704,2
553231264527163393,553185404657352704,2
553234464223268866,553185404657352704,2
553240657402527744,553185404657352704,2
553241650307555328,553185404657352704,2
553242662179209216,553185404657352704,2
553248265773531138,553185404657352704,2
553188464317849601,553185825065009153,2
553972247640424448,553186026811039745,2
553200611051974658,553187959835725824,2
553212627548389377,553187959835725824,2
553214690579709953,553188974811185152,2
553243156162957312,553188974811185152,2
553190214470881281,553189165509394432,2
553190080878510080,553189165509394432,2
553196010437353472,553189526177579008,2
553206662228897792,553189526177579008,2
553201195893157888,553189526177579008,2
553210685317218306,553189526177579008,2
553211926709563393,553189526177579008,2
553351275837153280,553189526177579008,2
555140667341406208,553189526177579008,2
553190390795608064,553189840913989633,2
553190717347344385,553189840913989633,2
553192599901990912,553189840913989633,2
553201634638331904,553189840913989633,2
553218913777876992,553189840913989633,2
553220442048053248,553189840913989633,2
553259006211686400,553189840913989633,2
553311577676713984,553189840913989633,2
554046258852401152,553189840913989633,2
554048920045641730,553189840913989633,2
554132022831353856,553189840913989633,2
553262955912237056,553190655011205120,2
553318372201738242,553190655011205120,2
553193352485535744,553191800408911872,2
553193339667755009,553192373728342016,2
553193015875862528,553192641328734208,2
553197288269418496,553193210269298688,2
553194485736538112,553193480319942656,2
553199720450228224,553193480319942656,2
553201317863518208,553193480319942656,2
553202172788084738,553193480319942656,2
553208771540160512,553195138156343296,2
553210170332151808,553195808930410496,2
554774422033559552,553195808930410496,2
553202950936735744,553196035133440000,2
553203552584470529,553196035133440000,2
553203923109302272,553196035133440000,2
553207304573976577,553196035133440000,2
553199254336843778,553196453938855937,2
553199436118380544,553197197618339841,2
553198344034865152,553198344034865152,2
553200638645915648,553199664720543744,2
553204371006029825,553199664720543744,2
553217324153458688,553199664720543744,2
553201805078069249,553200085132009475,2
553201907238727681,553200085132009475,2
553207245606252544,553200085132009475,2
553207419224850432,553200085132009475,2
553284948149301248,553200085132009475,2
553200552142983168,553200552142983168,2
553217840887918593,553200769671761920,2
553320509874925569,553200769671761920,2
553339140008579074,553200769671761920,2
555754166027833345,553200769671761920,2
555756177255301120,553200769671761920,2
555757103617679360,553200769671761920,2
555765061063806976,553200769671761920,2
555765559535890434,553200769671761920,2
553220063625748480,553201549997277185,2
553233074679730177,553201549997277185,2
553233145861246976,553201549997277185,2
553310085452398592,553204399439642624,2
553207435331395585,553204986474422273,2
553713151582425088,553204986474422273,2
553733134270095361,553204986474422273,2
553742872529629185,553204986474422273,2
553751794866978816,553204986474422273,2
553755815698370560,553204986474422273,2
553761531821694977,553204986474422273,2
553765733767729153,553204986474422273,2
553764951341289472,553204986474422273,2
553210094230716416,553205261847236608,2
553213816147021826,553205261847236608,2
553214297074323456,553205261847236608,2
553206947835830272,553205492458475520,2
553230005103525888,553205492458475520,2
553230727102603264,553205492458475520,2
553244389775257600,553205492458475520,2
553247594852282368,553205492458475520,2
553207429077667840,553206989925658624,2
553207795424985088,553206989925658624,2
553210848572104704,553209912550240256,2
553211718923329537,553209912550240256,2
553211249199448064,553209912550240256,2
553212688193818624,553209912550240256,2
553213120148426753,553209912550240256,2
553212362887405568,553209912550240256,2
553214247786672129,553209912550240256,2
553214309606916098,553209912550240256,2
553214647185047552,553209912550240256,2
553215182894559232,553209912550240256,2
553214413436485633,553209912550240256,2
553216100192616448,553209912550240256,2
553216243591688192,553209912550240256,2
553252891868561408,553209912550240256,2
553209917944131585,553209917944131585,2
553211476912394240,553209917944131585,2
553211817418190848,553209917944131585,2
553213401900785664,553209917944131585,2
553216835924279296,553209917944131585,2
553214727367569408,553210306877739008,2
553216499549081600,553210306877739008,2
553217115843739650,553210306877739008,2
553219673873870848,553210306877739008,2
553219029998243841,553210306877739008,2
553222328939589632,553210306877739008,2
553222879647502336,553210306877739008,2
553223911039856640,553210306877739008,2
553224562926575617,553210306877739008,2
553225574983155714,553210306877739008,2
553224742849630210,553210306877739008,2
553224865206263811,553210306877739008,2
553225893938987008,553210306877739008,2
553226225104457728,553210306877739008,2
553226210067480576,553210306877739008,2
553228417190342656,553210306877739008,2
553228973963235328,553210306877739008,2
553232449233502208,553210306877739008,2
553229417149759489,553210306877739008,2
553213018884935681,553210869010935808,2
553211337505906688,553210869010935808,2
553215898949910528,553212333867012096,2
553259332432039937,553213361350262784,2
553254817360281601,553213361350262784,2
553317189370249216,553213740137467907,2
553355969598480384,553213740137467907,2
553236100463206401,553214219899117568,2
553237253011816449,553214219899117568,2
553237988554313729,553214219899117568,2
553239097477988352,553214219899117568,2
553479618603548672,553214219899117568,2
553590675753943040,553214219899117568,2
553222085942992898,553214700155330560,2
553362061259190273,553214700155330560,2
553476137700294656,553214700155330560,2
553478523084869632,553214700155330560,2
553480194796040192,553214700155330560,2
553214939838836736,553214939838836736,2
553216036124643329,553215383256432640,2
553217072499818496,553215383256432640,2
553219892674301952,553215383256432640,2
553222208978694144,553215383256432640,2
553237572160192512,553215523602046976,2
553241367351017472,553215523602046976,2
553231860667789313,553215523602046976,2
553596968887271424,553215523602046976,2
553599136612634624,553215523602046976,2
553219929051107329,553215879979085829,2
553216630755708928,553215929107382275,2
553220438055452672,553215929107382275,2
553221224185479170,553215929107382275,2
553217555004149761,553216451780554752,2
553218564321456128,553216451780554752,2
553219323389411328,553216451780554752,2
553227743987793922,553216451780554752,2
553233113565118464,553216451780554752,2
553262673161629696,553216451780554752,2
553275930802528257,553216451780554752,2
553218268522381312,553218001181605889,2
553218939908796417,553218599390040065,2
553257334416220162,553219195056693249,2
553265707774124032,553219195056693249,2
553225907855687681,553219651594125312,2
553237330317021184,553219651594125312,2
553224997104123904,553221281181859841,2
553286353480192000,553221281181859841,2
553226750121893888,553223681409703937,2
553227511014780928,553223681409703937,2
553227739252015104,553223681409703937,2
553228148532187136,553223681409703937,2
553229784931516417,553223681409703937,2
553235848779419649,553223882128490496,2
553236880351703040,553223882128490496,2
553237632009121794,553223882128490496,2
553243474359631872,553223882128490496,2
553244567147782145,553223882128490496,2
553620163828776960,553223882128490496,2
553621891974299648,553223882128490496,2
553632436806889472,553223882128490496,2
553639818379272192,553223882128490496,2
553642606706450434,553223882128490496,2
553227982433579008,553224402012078081,2
553229261876633601,553224402012078081,2
553241187726163969,553224402012078081,2
553230707754299392,553224402012078081,2
553476284630966272,553224402012078081,2
553496640217448448,553224402012078081,2
553236405355569152,553225828625297408,2
553656496353849344,553226624976420864,2
553237361664856064,553227220765130752,2
553242261262458880,553227238829981698,2
553234930734743552,553227288859664384,2
553235025487876098,553227288859664384,2
553236793655455745,553227288859664384,2
553231051909529600,553228535511650305,2
553235810355793920,553228537084116993,2
553306740864086017,553228537084116993,2
553229806327054336,553229177055219713,2
553232034064125952,553229177055219713,2
553232642406367232,553229177055219713,2
553231099149942785,553229177055219713,2
553234677998575619,553229808260632578,2
553374007224193024,553229956830875650,2
553231644329394176,553230256992423936,2
553233260290265089,553230256992423936,2
553236925679955968,553230256992423936,2
553296161491386368,553230256992423936,2
553262189121789952,553233414145310720,2
553263783112876033,553233414145310720,2
553247695927009281,553234578086055937,2
553510818428760064,553234578086055937,2
553579064959983616,553234578086055937,2
553579819213275137,553234578086055937,2
553612585611051008,553234578086055937,2
553614496233971712,553234578086055937,2
553620992036446208,553234578086055937,2
553622265179672576,553234578086055937,2
553622661344264192,553234578086055937,2
553624837831532544,553234578086055937,2
553625690482814976,553234578086055937,2
553464844402569216,553463773844238337,2
553487850533318657,553465105028222976,2
553478268666773504,553468593141469184,2
553515293784698880,553468593141469184,2
553470746614194177,553469263650906112,2
553500235230904320,553469263650906112,2
553501250503733249,553469263650906112,2
553510405793128448,553469263650906112,2
553511403839963136,553469263650906112,2
554304435422101505,553470907629707266,2
554385215389310976,553470907629707266,2
554389085528150016,553470907629707266,2
554465973047406593,553470907629707266,2
553498888221757442,553473559352606720,2
553481414042476544,553479280014151681,2
553521707282354176,553479280014151681,2
553523140597673984,553479280014151681,2
553524393692123136,553479280014151681,2
553524946862112768,553479280014151681,2
553525193923383296,553479280014151681,2
553525413923000321,553479280014151681,2
553526028938014721,553479280014151681,2
553526821741133824,553479280014151681,2
553527848989097984,553479280014151681,2
553581222337974273,553479280014151681,2
553660201002606592,553479280014151681,2
553661910328311810,553479280014151681,2
553664495823118336,553479280014151681,2
553667491227242496,553479280014151681,2
553671887738638336,553479280014151681,2
553673242331066369,553479280014151681,2
553559511102140416,553479401296625664,2
553568943580131328,553479401296625664,2
553483003092283392,553480876315901953,2
553482997044097024,553480876315901953,2
553483494824116224,553480876315901953,2
553483074298994688,553480876315901953,2
553485597214789632,553480876315901953,2
553482886377381888,553480876315901953,2
553486972703244289,553480876315901953,2
553488031634956288,553480876315901953,2
553491153090539520,553480876315901953,2
553492605754146816,553480876315901953,2
553488843534393345,553480876315901953,2
553537814273339392,553480876315901953,2
553540955975200769,553480876315901953,2
553541172006637568,553480876315901953,2
553482057310298112,553480876315901953,2
556460669370134528,553480876315901953,2
553501309416906752,553480900869361664,2
553481335948709888,553481335948709888,2
553488927290818560,553484619426062336,2
553495249792667648,553484619426062336,2
553496300726255616,553484619426062336,2
553497146897747968,553484619426062336,2
553486564467425280,553485654030446592,2
553505459785584640,553485654030446592,2
553506603207770112,553485654030446592,2
553513851027988480,553485654030446592,2
553485866346483713,553485866346483713,2
553490681990086656,553486601146617856,2
553495252133089280,553486601146617856,2
553506223052836864,553486601146617856,2
553570315553759232,553486601146617856,2
553660079925248000,553486601146617856,2
553487469082341377,553486601146617856,2
553802559908229120,553486601146617856,2
553889790136160256,553486601146617856,2
553524664023003136,553487625815064576,2
553619992819011584,553487625815064576,2
553499127750070273,553489837542899712,2
553501521435185152,553489837542899712,2
553646448114675712,553489837542899712,2
553660600795283456,553489837542899712,2
553664750203461632,553489837542899712,2
553496144429715456,553491517462315008,2
553496833222529024,553491517462315008,2
553502855374843904,553491517462315008,2
553563123589074944,553491517462315008,2
553693523803791361,553491517462315008,2
553499357627289600,553492305521672192,2
553497848877436928,553492305521672192,2
553516513186316289,553492305521672192,2
553492725098889216,553492417023057920,2
553548795540410368,553493300242432000,2
553557914447646721,553496489641902080,2
553524337177686016,553496489641902080,2
553519768234655744,553496697918468096,2
553531465686716417,553496697918468096,2
553542127825612800,553496697918468096,2
553501136842264576,553500932521336832,2
553504759790194688,553500932521336832,2
553556955021975552,553506337121107968,2
553561190375645184,553506337121107968,2
553560771675033600,553506337121107968,2
553639541060288513,553506337121107968,2
553640504810692609,553506337121107968,2
553937528416649216,553506337121107968,2
553937668808376321,553506337121107968,2
553951453786963968,553506337121107968,2
553953895903674370,553506337121107968,2
553510596017389569,553508524320653312,2
553511026348818434,553508524320653312,2
553519429271965696,553514329166061568,2
553524154746404864,553514329166061568,2
553524909985792001,553514329166061568,2
553525096380239872,553514329166061568,2
553525571016466432,553514329166061568,2
553525330569224192,553514329166061568,2
553525030341328896,553514329166061568,2
553528216200036352,553514329166061568,2
553528055692402688,553514329166061568,2
553528498678411264,553514329166061568,2
553528951767719936,553514329166061568,2
553529425850294272,553514329166061568,2
553529728984829952,553514329166061568,2
553529603541975040,553514329166061568,2
553530419270799360,553514329166061568,2
553565067514765312,553514329166061568,2
553565957851856896,553514329166061568,2
553569025704214529,553514329166061568,2
553570505924820992,553514329166061568,2
553570726897123330,553514329166061568,2
553570903779323905,553514329166061568,2
553572224826105857,553514329166061568,2
553572623511482370,553514329166061568,2
553574997344927745,553514329166061568,2
553575428796186626,553514329166061568,2
553576982009888768,553514329166061568,2
553574241023447040,553514329166061568,2
553604879886061570,553514329166061568,2
553593202427445248,553514329166061568,2
553515533426249728,553514505633017856,2
553522014615793664,553514505633017856,2
553527157423865856,553514505633017856,2
553530996063477761,553519997956669440,2
553535312165896193,553519997956669440,2
553523344432066561,553520399300833280,2
553521697350234112,553521697350234112,2
553525974218702849,553522808417157120,2
553531152687169536,553522808417157120,2
553526283033133056,553526283033133056,2
553537841532506112,553526283033133056,2
553540470370865152,553526283033133056,2
553542424442970112,553526283033133056,2
553560870585135105,553526776878469121,2
553531087272837120,553527807771308034,2
553533331166724096,553527807771308034,2
553547198789455873,553527807771308034,2
553551522580418560,553530513580118016,2
553532482315108352,553531783992868864,2
553532300823396352,553531783992868864,2
553532826801684480,553531783992868864,2
553533356500332544,553531783992868864,2
553533635987795968,553531783992868864,2
553551435950854145,553531783992868864,2
553551538397122563,553531783992868864,2
553566628525666307,553531783992868864,2
553534744336408577,553532452472238080,2
553536117643829248,553532452472238080,2
553545858336055296,553532452472238080,2
553578069655834624,553532507623546881,2
553596846359470081,553532507623546881,2
553906805840285696,553532507623546881,2
553537550074523649,553535642848989184,2
553538019085414400,553537322218553344,2
553538661116313600,553537322218553344,2
553832164018487296,553537648938086403,2
553855537175994371,553537648938086403,2
553540813566009344,553538304332017665,2
553542359711875072,553538559609942017,2
553540206507614208,553538559609942017,2
553572321424711680,553539373707186176,2
553573051749519360,553539373707186176,2
554485449008611328,553539373707186176,2
553592647097409537,553539504146231298,2
553560691899379712,553541838494515200,2
553562559052525569,553542628097019904,2
553547175956070400,553542784800792577,2
553547693935845376,553542784800792577,2
553571488692203520,553542784800792577,2
553574814779469824,553542784800792577,2
553575906238029826,553542784800792577,2
553578063364362240,553542784800792577,2
554018166901592064,553542784800792577,2
553556250655346688,553543144172969984,2
553556829297737729,553543144172969984,2
553556504066813952,553543144172969984,2
553583061724844032,553543319423553537,2
553583963176837120,553543319423553537,2
553584330724093953,553543319423553537,2
553544566042009600,553544566042009600,2
553602071698866177,553545000110538753,2
553609392952983552,553545000110538753,2
553629176368861184,553545000110538753,2
553638046521110530,553545384069328896,2
553638570125438976,553545384069328896,2
553639263414530049,553545384069328896,2
553560003941249024,553546551709409280,2
553551659549622272,553547637832843264,2
553553114276823041,553547637832843264,2
553553522105405440,553547659404148736,2
553560895180529664,553547659404148736,2
553626105949605888,553548487225532416,2
553552146688262146,553550030553243650,2
553551384977891329,553550888770740224,2
553557819191209984,553551279620755458,2
553558657070530560,553551279620755458,2
553553895394664449,553551279620755458,2
553552102044467200,553551435762503681,2
553553007468879872,553551435762503681,2
553553396708278272,553553331671408641,2
553556370474405888,553554032745525249,2
553556992179318784,553554032745525249,2
553633944718307328,553554032745525249,2
554227820298526720,553554032745525249,2
553559659878297600,553555156391186432,2
553569891090198529,553555156391186432,2
553581589431451648,553555156391186432,2
553558494235082752,553555705945288704,2
554733678979719168,553555848794877952,2
554733956730732544,553555848794877952,2
554733891131830272,553555848794877952,2
554734929528238081,553555848794877952,2
554735151130103809,553555848794877952,2
553569230130806784,553555948883959809,2
553578898320289793,553555948883959809,2
553579609003134976,553555948883959809,2
553592898055577602,553555948883959809,2
553593823910457344,553555948883959809,2
553595797594726401,553555948883959809,2
553616954989109251,553558824720666628,2
553559578953412609,553559095798931456,2
553562045518708736,553560488056225792,2
553735306680475648,553560488056225792,2
553736837026824192,553560488056225792,2
553563952589049856,553561169923829760,2
553656276941815809,553562446456422402,2
553563955722219521,553563780928770048,2
553900710400901120,553563780928770048,2
553926438169374720,553563780928770048,2
553572548479569921,553566200098488320,2
553572846682005504,553566200098488320,2
553600336142008320,553566200098488320,2
553580279533932546,553566829273423872,2
553677304275402752,553566870750908418,2
553679522441469953,553566870750908418,2
553570124213792768,553567716414484481,2
553574725889576960,553567716414484481,2
553933609980416001,553567716414484481,2
553567732126736385,553567732126736385,2
553570203678683136,553570203678683136,2
553571673480658945,553570681619640320,2
553585188962177025,553570681619640320,2
553574183553466368,553573166116012032,2
553578160181501954,553573166116012032,2
553609694565371905,553573166116012032,2
553612478350110721,553573166116012032,2
553574700316897281,553573875528007680,2
553577323401056256,553574522972958721,2
553591016721510400,553574522972958721,2
553576078565199872,553574709669814272,2
553600788463759361,553574709669814272,2
553601336793505792,553574709669814272,2
553666736042835969,553574709669814272,2
553578018325528577,553575803733426176,2
553578191391301633,553578191391301633,2
553610842961637376,553578243173781505,2
553581813063356416,553581612588605440,2
553582243516809217,553582039106990080,2
553582049282768897,553582049282768897,2
553582404615802881,553582251616010240,2
553582574388645888,553582251616010240,2
553583120403136513,553582301003931648,2
553583115319255041,553582301003931648,2
553582801833185280,553582801833185280,2
553583682607665152,553582812964876288,2
553604065717137408,553583108105441281,2
553607303170375681,553583108105441281,2
553653467840266241,553584782987497474,2
553584868685520897,553584868685520897,2
553627330737102848,553586275438301184,2
553628243010789376,553586275438301184,2
553628419473555457,553586275438301184,2
553588228695941120,553586421626568704,2
553588827433218049,553586421626568704,2
553592600360652800,553586421626568704,2
553595600030011393,553586421626568704,2
553596873223962624,553586421626568704,2
553613441743998977,553586510260629505,2
553587278564823041,553587278564823041,2
553874596147912704,553587542067773440,2
553589825459466240,553587546614427649,2
553588704913416192,553588704913416192,2
553590100341579776,553588889084891136,2
553589880245481472,553589880245481472,2
553590643118059520,553590427216248832,2
553590757689282560,553590427216248832,2
553590811355795456,553590811355795456,2
553591781284380672,553590961486696448,2
553618999968149506,553590961486696448,2
553628092632018944,553590961486696448,2
553593027961167873,553591049541914624,2
553595971180167168,553591049541914624,2
553592449424433152,553591315515310081,2
553591970766278656,553591411602640896,2
553592251578720256,553591411602640896,2
553593928893861888,553591736598269952,2
553594266887680002,553591736598269952,2
553596615173627904,553591980748734464,2
553592369388331009,553592040374947840,2
552790928067678208,552784168849907712,2
552785715617333248,552784882687299584,2
552789769131163650,552785367972450304,2
552785551930454016,552785551930454016,2
552788396733906944,552788396733906944,2
552789847665283072,552788886355996672,2
552790993880502272,552788886355996672,2
552791482466598912,552788886355996672,2
552791920729423872,552788886355996672,2
552795074526838784,552788886355996672,2
552801943165599744,552788886355996672,2
552824013203210241,552788886355996672,2
552789083211460608,552788945017516032,2
552792005559189504,552788945017516032,2
552795498349101057,552788945017516032,2
552797099138748416,552788945017516032,2
552806481871900672,552789521646247936,2
552791639304208384,552789521646247936,2
552814602556538880,552790824971677696,2
552793207042736128,552791182670327808,2
552793594780975104,552792193992519680,2
552794883430166529,552792271243210754,2
